opening_id,engine_seed,months,death_turn,surface,root_cause,doom_final,cash_m6,publish_paper,safety_research,capability_research,buy_compute,fundraise_small,fundraise_big,take_loan,apply_grant,network,audit_safety,order_supplies,team_building,media_campaign,desperation_lever,funding_strings,hire_safety_researcher,hire_capability_researcher
71,sweep-01,13,285,doom,doom,100.0,433578,2,0,5,1,2,5,2,2,3,0,2,5,2,3,1,1,0
71,sweep-02,13,301,doom,doom,100.0,524170,2,0,5,1,2,5,2,2,3,0,2,5,2,3,1,1,0
72,sweep-00,15,326,doom,doom,100.0,208702,0,2,4,0,1,5,0,3,2,3,1,1,5,4,1,1,3
72,sweep-01,17,372,doom,doom,100.0,225356,0,2,4,0,1,5,0,3,2,3,1,1,5,4,1,1,3
72,sweep-02,13,295,doom,doom,100.0,96995,0,2,4,0,1,5,0,3,2,3,1,1,5,4,1,1,3
73,sweep-00,9,199,doom,ledger,100.0,29007,1,0,4,2,2,1,2,1,4,3,2,3,2,1,3,2,3
73,sweep-01,18,394,doom,doom,100.0,-4174,1,0,4,2,2,1,2,1,4,3,2,3,2,1,3,2,3
73,sweep-02,6,146,doom,ledger,100.0,-1890,1,0,4,2,2,1,2,1,4,3,2,3,2,1,3,2,3
74,sweep-00,6,142,doom,ledger,100.0,109745,1,0,2,2,0,0,1,2,3,3,4,3,2,4,2,4,3
74,sweep-01,17,372,doom,doom,100.0,-9197,1,0,2,2,0,0,1,2,3,3,4,3,2,4,2,4,3
74,sweep-02,6,135,doom,ledger,100.0,105252,1,0,2,2,0,0,1,2,3,3,4,3,2,4,2,4,3
75,sweep-00,17,370,doom,doom,100.0,309155,1,4,1,3,2,3,1,2,3,5,2,1,2,2,2,0,2
75,sweep-01,7,165,doom,doom,100.0,313828,1,4,1,3,2,3,1,2,3,5,2,1,2,2,2,0,2
75,sweep-02,8,176,doom,ledger,100.0,253157,1,4,1,3,2,3,1,2,3,5,2,1,2,2,2,0,2
76,sweep-00,20,454,doom,ledger,100.0,433933,2,3,2,2,1,2,2,1,1,2,5,3,3,4,2,0,1
76,sweep-01,16,348,doom,ledger,100.0,442762,2,3,2,2,1,2,2,1,1,2,5,3,3,4,2,0,1
76,sweep-02,18,408,doom,doom,100.0,476593,2,3,2,2,1,2,2,1,1,2,5,3,3,4,2,0,1
77,sweep-00,13,291,doom,ledger,100.0,95343,1,2,2,1,3,1,3,3,3,4,5,0,2,2,2,1,1
77,sweep-01,19,426,doom,ledger,100.0,154566,1,2,2,1,3,1,3,3,3,4,5,0,2,2,2,1,1
77,sweep-02,9,196,doom,ledger,100.0,126145,1,2,2,1,3,1,3,3,3,4,5,0,2,2,2,1,1
78,sweep-00,16,360,doom,doom,100.0,10590,0,3,3,3,0,3,3,2,1,1,2,2,3,6,1,2,1
78,sweep-01,15,325,doom,doom,100.0,-5029,0,3,3,3,0,3,3,2,1,1,2,2,3,6,1,2,1
78,sweep-02,10,224,doom,doom,100.0,6311,0,3,3,3,0,3,3,2,1,1,2,2,3,6,1,2,1
79,sweep-00,23,507,doom,doom,100.0,154608,3,0,0,4,6,0,3,4,3,3,1,2,1,1,1,2,2
79,sweep-01,16,353,doom,ledger,100.0,95789,3,0,0,4,6,0,3,4,3,3,1,2,1,1,1,2,2
79,sweep-02,14,317,doom,doom,100.0,62129,3,0,0,4,6,0,3,4,3,3,1,2,1,1,1,2,2
80,sweep-00,7,166,doom,doom,100.0,168297,3,3,5,1,1,2,1,1,4,1,5,1,2,1,2,1,2
80,sweep-01,15,345,doom,doom,100.0,183064,3,3,5,1,1,2,1,1,4,1,5,1,2,1,2,1,2
80,sweep-02,8,194,doom,doom,100.0,104669,3,3,5,1,1,2,1,1,4,1,5,1,2,1,2,1,2
81,sweep-00,20,447,doom,doom,100.0,52384,1,4,5,1,1,1,1,1,1,3,4,1,2,1,4,4,1
81,sweep-01,27,602,doom,doom,100.0,99595,1,4,5,1,1,1,1,1,1,3,4,1,2,1,4,4,1
81,sweep-02,14,312,doom,doom,100.0,43840,1,4,5,1,1,1,1,1,1,3,4,1,2,1,4,4,1
82,sweep-00,8,175,doom,ledger,100.0,68446,1,2,2,0,1,0,1,4,3,0,7,2,4,2,1,4,2
82,sweep-01,14,315,doom,doom,100.0,112890,1,2,2,0,1,0,1,4,3,0,7,2,4,2,1,4,2
82,sweep-02,8,189,doom,doom,100.0,30362,1,2,2,0,1,0,1,4,3,0,7,2,4,2,1,4,2
83,sweep-00,6,143,doom,ledger,100.0,-8000,2,6,2,4,1,2,3,0,0,2,2,4,5,0,0,2,1
83,sweep-01,9,215,doom,ledger,100.0,129336,2,6,2,4,1,2,3,0,0,2,2,4,5,0,0,2,1
83,sweep-02,9,197,doom,ledger,100.0,77485,2,6,2,4,1,2,3,0,0,2,2,4,5,0,0,2,1
84,sweep-00,5,125,doom,ledger,100.0,163782,2,3,5,3,0,2,5,1,3,0,1,3,1,3,2,0,2
84,sweep-01,14,310,doom,ledger,100.0,-2234,2,3,5,3,0,2,5,1,3,0,1,3,1,3,2,0,2
84,sweep-02,16,354,doom,doom,100.0,-8250,2,3,5,3,0,2,5,1,3,0,1,3,1,3,2,0,2
85,sweep-00,19,433,doom,doom,100.0,271529,1,1,3,3,0,7,3,1,3,0,1,1,2,3,4,1,2
85,sweep-01,16,356,doom,ledger,100.0,271119,1,1,3,3,0,7,3,1,3,0,1,1,2,3,4,1,2
85,sweep-02,19,431,doom,doom,100.0,338273,1,1,3,3,0,7,3,1,3,0,1,1,2,3,4,1,2
86,sweep-00,9,210,doom,ledger,100.0,134997,0,0,0,0,1,2,4,2,6,1,2,4,4,4,4,1,1
86,sweep-01,15,327,doom,ledger,100.0,384290,0,0,0,0,1,2,4,2,6,1,2,4,4,4,4,1,1
86,sweep-02,15,344,doom,ledger,100.0,350374,0,0,0,0,1,2,4,2,6,1,2,4,4,4,4,1,1
87,sweep-00,12,260,doom,ledger,100.0,6331,4,4,2,1,2,0,2,3,1,2,4,1,3,3,2,0,2
87,sweep-01,12,263,doom,doom,100.0,60024,4,4,2,1,2,0,2,3,1,2,4,1,3,3,2,0,2
87,sweep-02,25,548,doom,ledger,100.0,170313,4,4,2,1,2,0,2,3,1,2,4,1,3,3,2,0,2
88,sweep-00,25,555,doom,ledger,100.0,315359,4,1,3,0,4,3,3,7,0,1,2,1,3,1,1,2,0
88,sweep-01,17,386,doom,doom,100.0,431147,4,1,3,0,4,3,3,7,0,1,2,1,3,1,1,2,0
88,sweep-02,23,502,doom,ledger,100.0,381883,4,1,3,0,4,3,3,7,0,1,2,1,3,1,1,2,0
89,sweep-00,6,140,doom,ledger,100.0,-3997,2,2,2,1,2,1,2,1,5,3,2,3,2,1,3,3,1
89,sweep-01,13,296,doom,ledger,100.0,-1991,2,2,2,1,2,1,2,1,5,3,2,3,2,1,3,3,1
89,sweep-02,8,183,doom,ledger,100.0,-6048,2,2,2,1,2,1,2,1,5,3,2,3,2,1,3,3,1
90,sweep-00,10,221,doom,doom,100.0,3959,1,2,2,0,5,1,5,2,1,0,1,3,3,2,4,2,2
90,sweep-01,8,176,doom,ledger,100.0,5344,1,2,2,0,5,1,5,2,1,0,1,3,3,2,4,2,2
90,sweep-02,15,338,doom,doom,100.0,162794,1,2,2,0,5,1,5,2,1,0,1,3,3,2,4,2,2
91,sweep-00,7,154,doom,ledger,100.0,6663,2,4,2,2,2,1,1,3,1,1,1,1,4,1,2,4,4
91,sweep-01,13,298,doom,doom,100.0,-11666,2,4,2,2,2,1,1,3,1,1,1,1,4,1,2,4,4
91,sweep-02,7,167,doom,ledger,100.0,67706,2,4,2,2,2,1,1,3,1,1,1,1,4,1,2,4,4
92,sweep-00,6,133,doom,ledger,100.0,4640,1,1,0,3,3,1,3,1,3,5,4,1,3,1,1,2,3
92,sweep-01,9,215,doom,ledger,100.0,30251,1,1,0,3,3,1,3,1,3,5,4,1,3,1,1,2,3
92,sweep-02,11,241,doom,doom,100.0,18325,1,1,0,3,3,1,3,1,3,5,4,1,3,1,1,2,3
93,sweep-00,18,394,doom,doom,100.0,173589,2,3,2,1,1,3,1,2,3,2,1,0,5,2,1,5,2
93,sweep-01,19,431,doom,doom,100.0,189769,2,3,2,1,1,3,1,2,3,2,1,0,5,2,1,5,2
93,sweep-02,21,471,doom,ledger,100.0,11519,2,3,2,1,1,3,1,2,3,2,1,0,5,2,1,5,2
94,sweep-00,14,317,doom,ledger,100.0,183923,3,3,2,2,4,2,2,1,4,4,2,1,3,1,2,0,0
94,sweep-01,11,246,doom,doom,100.0,159431,3,3,2,2,4,2,2,1,4,4,2,1,3,1,2,0,0
94,sweep-02,8,173,doom,ledger,100.0,3071,3,3,2,2,4,2,2,1,4,4,2,1,3,1,2,0,0
95,sweep-00,14,321,doom,doom,100.0,61950,3,3,3,3,0,2,2,2,1,1,1,3,1,5,2,4,0
95,sweep-01,19,418,doom,ledger,100.0,141697,3,3,3,3,0,2,2,2,1,1,1,3,1,5,2,4,0
95,sweep-02,18,392,doom,ledger,100.0,143162,3,3,3,3,0,2,2,2,1,1,1,3,1,5,2,4,0
